stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_day,market_segment_type,avg_price_per_room,booking_status,email,booking_id
0,3,178,2016,4,28,Offline,120.0,1,Stacy.I20@verizon.com,
0,1,272,2016,8,5,Groups,65.0,1,CTorres@xfinity.com,
0,1,204,2016,5,25,Online,127.0,1,Timothy.L@xfinity.com,
0,3,302,2016,10,6,Offline,105.0,1,Jacqueline_W@aol.com,
0,1,175,2016,5,4,Online,117.0,1,Tina_Sanford@aol.com,
0,2,68,2016,2,17,Groups,75.0,1,Stephanie.Snow@verizon.com,
2,0,177,2016,5,8,Offline,121.0,1,Terri.Chavez@gmail.com,
0,1,2,2016,1,23,Direct,96.0,0,Knapp_Christopher@xfinity.com,
0,1,16,2016,1,27,Corporate,80.0,0,Bradley.Beck28@comcast.net,
1,2,4,2016,1,29,Offline,66.0,0,William_Murphy@yahoo.com,
0,1,4,2016,2,6,Online,81.0,0,King_Matthew@gmail.com,
2,1,13,2016,2,6,Online,130.0,0,JSchroeder63@yandex.com,
0,2,19,2016,2,9,Direct,71.7,0,Wyatt.T@zoho.com,
2,2,11,2016,2,14,Online,72.07,0,DBell@zoho.com,
2,3,27,2016,2,28,Online,130.92,0,Shea_Jenna90@protonmail.com,
0,3,9,2016,3,3,Groups,102.0,0,BOconnell@comcast.net,
2,2,37,2016,3,4,Direct,73.1,0,KWarren@mail.com,
2,1,35,2016,3,5,Online,97.4,0,Chelsea.M@outlook.com,
1,2,28,2016,3,7,Offline,87.0,0,Ariana.DVM99@protonmail.com,
2,2,56,2016,3,6,Online,65.49,0,Joseph.Lopez@hotmail.com,
0,1,3,2016,3,11,Corporate,75.0,0,Sarah.Brown@hotmail.com,
0,3,16,2016,3,9,Online,135.0,0,Sandra.H98@protonmail.com,
0,3,33,2016,3,15,Online,71.1,0,Terry_Morgan@verizon.com,
0,3,42,2016,3,15,Direct,71.1,0,Lisa_R@mail.com,
0,1,4,2016,3,23,Offline,2.0,0,Mr..Ashley@outlook.com,
2,2,56,2016,3,20,Online,119.75,0,Karen.M@yahoo.com,
1,5,72,2016,3,22,Direct,41.46,0,Victor.D@mail.com,
2,1,122,2016,3,27,Offline,86.0,0,MHensley86@gmail.com,
1,2,68,2016,4,4,Online,96.3,0,ConniePayne@outlook.com,
0,1,9,2016,4,6,Offline,0.0,0,MargaretRamirez@att.com,
0,2,1,2016,4,6,Direct,197.0,0,Young_Joseph@att.com,
2,2,71,2016,4,8,Online,107.95,0,Joshua.M@comcast.net,
2,2,60,2016,4,8,Offline,75.0,0,CourtneyWheeler@gmail.com,
0,4,152,2016,4,12,Offline,75.0,0,Jillian_Rodriguez@hotmail.com,
2,2,83,2016,4,16,Online,103.7,0,Bill_Bryant@yandex.com,
0,1,65,2016,4,23,Online,118.8,0,Antonio.G@yandex.com,
0,2,142,2016,4,29,Groups,65.0,0,Lawrence.Amy25@xfinity.com,
1,0,1,2016,5,2,Online,159.0,0,Lisa_Payne@att.com,
1,1,180,2016,5,2,Offline,100.0,0,Monica.Jackson@gmail.com,
1,2,79,2016,5,2,Online,126.9,0,Brenda_M34@aol.com,
0,3,7,2016,5,5,Offline,144.0,0,Shah.Nicholas@zoho.com,
2,1,15,2016,5,7,Online,93.17,0,Natalie.D@att.com,
1,1,97,2016,5,16,Offline,80.75,0,Robert_H@outlook.com,
0,2,64,2016,5,17,Corporate,130.0,0,Kimberly.Murphy19@aol.com,
0,2,112,2016,5,20,Online,168.3,0,HGarcia@yandex.com,
0,1,14,2016,5,27,Offline,62.5,0,MCopeland15@mail.com,
1,3,18,2016,5,30,Offline,80.75,0,Angela.Simmons86@outlook.com,
1,1,247,2016,6,6,Offline,115.0,0,Lisa_Smith@yahoo.com,
1,2,83,2016,6,10,Online,126.9,0,Whitney_M@gmail.com,
1,3,111,2016,6,9,Online,132.6,0,Mercado_Benjamin31@aol.com,
1,1,93,2016,6,20,Online,126.9,0,James.C45@yandex.com,
0,3,69,2016,6,21,Online,114.9,0,Kimberly.Thomas@comcast.net,
0,2,265,2016,6,24,Offline,115.0,0,Myers.Travis94@yandex.com,
2,2,77,2016,6,26,Direct,145.2,0,Freeman_Erica54@comcast.net,
2,2,105,2016,6,26,Online,99.45,0,Ronald.S81@aol.com,
0,1,2,2016,7,1,Direct,147.0,0,Ashley_Scott@gmail.com,
1,1,85,2016,7,2,Online,114.3,0,Crawford_Maria@mail.com,
2,1,140,2016,7,3,Online,131.7,0,Mr._D64@xfinity.com,
0,2,116,2016,7,7,Direct,125.0,0,Reyes_John@hotmail.com,
0,3,146,2016,7,13,Online,103.5,0,Gary.Brooks@verizon.com,
0,3,119,2016,7,13,Offline,97.75,0,Lowe_Diane@hotmail.com,
2,4,95,2016,7,14,Online,118.8,0,RobertoGibson@gmail.com,
1,1,165,2016,7,18,Online,142.2,0,Angela.Roberts@outlook.com,
2,2,89,2016,7,17,Offline,72.25,0,Amanda.Vincent57@xfinity.com,
1,2,51,2016,7,18,Online,132.9,0,Brittany_R@outlook.com,
1,2,91,2016,7,18,Online,195.0,0,Brandon.B@verizon.com,
2,3,111,2016,7,23,Online,189.0,0,Dixon.Andre@att.com,
1,3,193,2016,7,25,Online,90.95,0,Horton_Courtney@hotmail.com,
0,3,69,2016,7,27,Online,137.7,0,Hines_April@aol.com,
0,1,0,2016,7,30,Direct,152.0,0,Jackson.John16@comcast.net,
2,2,161,2016,7,31,Online,91.38,0,Antonio_H80@yahoo.com,
0,2,31,2016,8,4,Online,135.9,0,Kirk_Payne@yahoo.com,
2,5,196,2016,8,1,Offline,72.25,0,Ponce.Douglas@verizon.com,
2,1,13,2016,8,6,Direct,204.0,0,Elijah.Austin34@verizon.com,
0,2,140,2016,8,12,Online,103.5,0,Megan_E@xfinity.com,
1,1,40,2016,8,13,Online,149.4,0,Angelica_Nielsen@gmail.com,
0,2,44,2016,8,24,Offline,85.5,0,Little.Darren@xfinity.com,
0,2,5,2016,8,26,Online,149.0,0,Sarah_Johnson@outlook.com,
0,2,12,2016,12,8,Corporate,67.0,0,Mark_Baldwin@protonmail.com,
2,5,119,2016,8,24,Direct,150.3,0,Blair_Mary@aol.com,
1,3,5,2016,8,29,Online,139.0,0,Ayala_Madison@yahoo.com,
1,0,58,2016,9,5,Online,99.0,0,Antonio.J25@protonmail.com,
1,2,205,2016,9,5,Online,126.9,0,Weaver_Lisa79@outlook.com,
1,0,15,2016,9,12,Online,127.0,0,Maynard.Alicia@aol.com,
2,2,228,2016,9,10,Online,90.1,0,Angelica.Morgan44@comcast.net,
2,2,33,2016,9,10,Online,207.9,0,CBlake@mail.com,
2,8,115,2016,9,6,Online,129.6,0,Stephen.Williams@xfinity.com,
0,2,64,2016,9,16,Online,168.3,0,CRichardson@hotmail.com,
2,1,220,2016,9,17,Offline,128.0,0,JenniferPhillips@aol.com,
0,3,132,2016,9,22,Online,162.0,0,CDavis17@yandex.com,
0,3,3,2016,9,22,Online,218.72,0,Renee.T91@verizon.com,
1,4,336,2016,9,21,Offline,78.0,0,Cassandra_Mcpherson@hotmail.com,
2,3,108,2016,9,24,Online,127.38,0,JHaynes@protonmail.com,
2,3,32,2016,9,25,Online,109.87,0,Danielle_Taylor@zoho.com,
0,3,120,2016,9,28,Offline,108.57,0,Kelley_Melissa@yandex.com,
0,2,182,2016,9,30,Online,117.9,0,Mcclain.Lynn@aol.com,
2,1,281,2016,10,1,Groups,96.0,0,Hanson.Katherine@aol.com,
2,0,44,2016,10,2,Online,102.6,0,Ann_Todd@outlook.com,
0,2,29,2016,10,5,Online,152.0,0,JacquelineAlexander@xfinity.com,
2,3,151,2016,10,6,Online,91.48,0,Wanda_Barrera19@mail.com,
2,3,6,2016,10,7,Direct,150.45,0,Preston_P@hotmail.com,
2,1,124,2016,10,9,Online,118.8,0,Dawn.Hatfield@gmail.com,
1,3,98,2016,10,10,Online,132.3,0,Stephanie_S@verizon.com,
0,3,100,2016,10,13,Direct,152.46,0,Turner.Michelle@verizon.com,
2,3,359,2016,10,14,Offline,39.0,0,Parker.Lisa53@yahoo.com,
1,1,48,2016,10,17,Online,158.4,0,RogerMontoya@mail.com,
1,3,63,2016,10,24,Online,123.66,0,Tanya_Lowe@hotmail.com,
2,2,266,2016,10,30,Online,86.7,0,Olivia_Mitchell@gmail.com,
0,3,47,2016,11,2,Direct,85.75,0,HArmstrong65@verizon.com,
0,1,92,2016,11,11,Offline,90.0,0,Green_John@gmail.com,
1,2,54,2016,11,11,Online,64.37,0,Tucker_Rachel@outlook.com,
1,2,57,2016,11,11,Online,105.0,0,Adam_Lee@aol.com,
2,2,25,2016,11,12,Online,100.3,0,ToniThomas48@zoho.com,
2,3,95,2016,11,18,Online,85.0,0,Keller_Andre@yahoo.com,
2,5,4,2016,12,2,Online,97.75,0,Timothy.Camacho93@yandex.com,
1,3,1,2016,12,5,Online,65.76,0,Dr..A57@protonmail.com,
0,5,59,2016,12,13,Online,129.2,0,Alexis_H97@yandex.com,
4,6,46,2016,12,18,Online,74.8,0,Erin_Orr@yandex.com,
2,5,1,2016,12,27,Offline,86.43,0,JSchultz@gmail.com,
0,1,1,2015,7,30,Complementary,0.0,0,KennethHebert16@comcast.net,
0,2,6,2015,12,8,Corporate,65.0,0,Jennifer_Estrada@yandex.com,
2,2,3,2015,8,14,Online,146.0,0,Jay.F@yahoo.com,
1,2,56,2015,11,6,Online,110.7,1,Charles_Davis@aol.com,
1,3,32,2015,10,19,Online,96.3,1,Mary_Moore@zoho.com,
0,2,1,2015,9,30,Offline,102.6,1,Briggs_Tracy@att.com,
0,1,11,2015,10,7,Offline,143.2,0,Ricky.C49@hotmail.com,
2,1,221,2015,10,10,Offline,65.0,0,Christina.Brown91@verizon.com,
0,2,34,2015,10,16,Online,104.85,0,Martin_Jacobson@comcast.net,
0,3,31,2015,10,20,Direct,114.0,0,Kathleen_Webster13@comcast.net,
1,3,6,2015,11,2,Direct,95.0,1,DavidWillis@yahoo.com,
1,0,51,2016,5,22,Corporate,65.0,0,Santana_Matthew56@yandex.com,
1,3,44,2015,10,29,Online,104.63,0,BrandonDavis74@outlook.com,
0,1,361,2016,11,4,Online,91.0,1,Joseph.G@gmail.com,
0,1,98,2016,9,21,Corporate,65.0,0,Kimberly.M@comcast.net,
1,3,61,2015,11,12,Online,81.9,0,Jamie.Fisher@yahoo.com,
2,3,50,2015,11,12,Offline,60.0,0,Brenda.Le@verizon.com,
0,2,34,2015,12,8,Offline,90.0,1,Donna.Davis@xfinity.com,
0,2,32,2015,11,20,Offline,73.0,0,Christian.Miller51@outlook.com,
1,0,13,2015,11,22,Online,101.0,0,Faulkner_Scott36@comcast.net,
0,1,85,2016,1,22,Groups,85.0,1,KaraContreras31@mail.com,
0,1,0,2015,12,2,Direct,105.0,0,Richard_R76@zoho.com,
1,3,68,2015,11,30,Offline,60.0,0,Graham.Stephanie42@xfinity.com,
2,1,67,2015,12,5,Online,95.4,0,Miller.Cody@mail.com,
0,4,182,2016,4,27,Offline,75.0,1,RobertLe@verizon.com,
2,5,93,2016,1,2,Online,101.31,1,Cole_John@hotmail.com,
2,1,82,2015,12,19,Offline,60.0,0,JeremyWarren@aol.com,
1,0,0,2016,1,11,Corporate,79.0,0,Bonnie_Bradley@yahoo.com,
0,4,49,2015,12,30,Offline,71.0,0,Chen.Christina@mail.com,
1,5,104,2016,2,29,Online,55.19,1,Jacqueline_Ramos86@verizon.com,
0,2,68,2016,2,17,Groups,75.0,1,Singh.Brianna@hotmail.com,
0,2,68,2016,2,17,Groups,75.0,1,Christopher_N@mail.com,
1,1,33,2016,1,25,Corporate,59.0,0,Lauren.S@verizon.com,
0,2,1,2016,1,27,Online,71.7,0,Amanda.P@protonmail.com,
1,0,1,2016,2,1,Online,66.22,0,Rachel_Cunningham@zoho.com,
2,0,11,2016,1,31,Online,67.4,0,Douglas_Jennifer@verizon.com,
2,2,2,2016,1,31,Online,102.0,0,Atkinson_Joshua@verizon.com,
0,2,2,2016,2,5,Corporate,97.0,0,Sarah.C@yahoo.com,
2,2,59,2016,2,6,Groups,62.0,0,Ryan_E83@yahoo.com,
2,1,19,2016,2,7,Online,82.8,0,Oliver.Julie93@comcast.net,
0,2,1,2016,2,12,Direct,104.0,0,Jones.Kyle@hotmail.com,
0,1,99,2016,2,19,Corporate,81.0,0,Kaylee_B@outlook.com,
0,1,99,2016,2,19,Corporate,81.0,0,Jonathan_Murphy32@verizon.com,
0,1,5,2016,2,24,Online,71.84,0,Nathaniel_Martinez@hotmail.com,
2,8,0,2016,2,18,Direct,89.0,0,Kelly.Garrett26@xfinity.com,
1,0,4,2016,9,19,Corporate,65.0,0,PeterII79@comcast.net,
1,5,3,2016,3,7,Online,114.67,0,Teresa.Ortiz13@hotmail.com,
2,1,47,2016,3,13,Online,81.9,0,Daniels.Jeffrey92@zoho.com,
0,3,32,2016,3,15,Online,81.9,0,Johnson.Christine@gmail.com,
1,3,53,2016,3,17,Online,81.7,0,Hernandez.Jenna85@protonmail.com,
2,1,24,2016,3,26,Groups,100.0,0,Joyce_Boyd@verizon.com,
2,1,122,2016,4,2,Offline,110.24,0,Owen.Rebecca@xfinity.com,
0,3,15,2016,4,13,Offline,85.0,0,Anna.C@hotmail.com,
1,2,24,2016,4,15,Online,118.33,0,HeidiJohns@outlook.com,
1,4,31,2016,4,18,Online,114.84,0,JDunlap@gmail.com,
1,2,100,2016,4,25,Online,81.2,0,AmyParsons@aol.com,
0,1,0,2016,4,30,Online,131.0,0,Madison_A@yandex.com,
2,2,24,2016,4,29,Online,156.0,0,BrandonMcmillan@comcast.net,
2,5,83,2016,4,26,Online,107.46,0,Kathy.K42@yandex.com,
1,3,0,2016,5,2,Aviation,95.0,0,Christopher.Gibson@outlook.com,
1,2,124,2016,5,13,Online,117.1,0,Tara_Harris@hotmail.com,
2,3,93,2016,5,12,Online,150.45,0,Thomas_S37@mail.com,
2,2,92,2016,5,15,Online,135.15,0,Charlotte_Hicks@att.com,
2,2,85,2016,5,15,Online,132.6,0,Robert.Larson@verizon.com,
5,10,11,2016,5,9,Aviation,95.0,0,BWood@protonmail.com,
0,1,8,2016,5,25,Online,119.0,0,Summers_Darryl@verizon.com,
1,3,47,2016,5,23,Direct,159.3,0,Matthew.Gordon@yahoo.com,
1,2,57,2016,6,10,Offline,90.67,0,Raymond_Campos@aol.com,
2,1,3,2016,6,19,Offline,76.5,0,BrianJr.@yahoo.com,
2,1,76,2016,6,19,Online,126.9,0,Neil_Tate@xfinity.com,
2,2,72,2016,6,26,Online,75.82,0,RReeves@protonmail.com,
1,3,7,2016,6,27,Offline,68.0,0,Matthew.Mclaughlin@protonmail.com,
1,3,6,2016,7,4,Direct,174.5,0,Sarah_H15@zoho.com,
2,1,104,2016,7,2,Online,88.01,0,Wright.Sharon@protonmail.com,
0,0,0,2016,7,6,Direct,0.0,0,Kaitlin.S@protonmail.com,
1,2,4,2016,7,8,Online,306.0,0,Fisher.Wendy@att.com,
0,3,162,2016,7,14,Offline,112.0,0,Barnett.Adrian@yandex.com,
0,3,86,2016,7,14,Online,137.7,0,JBruce57@outlook.com,
0,2,86,2016,7,15,Online,205.06,0,Tracy.A@hotmail.com,
2,2,69,2016,7,16,Online,139.5,0,KevinMyers@yandex.com,
0,2,19,2016,7,19,Direct,156.5,0,Sheila_R@yahoo.com,
2,8,151,2016,7,14,Online,131.75,0,Mrs..M58@outlook.com,
0,1,17,2016,7,23,Online,196.0,0,CHubbard@comcast.net,
2,1,97,2016,7,23,Online,104.96,0,MarthaWilliams@xfinity.com,
1,0,162,2016,7,25,Online,121.5,0,Mitchell_W@protonmail.com,
0,3,199,2016,7,26,Online,168.3,0,ChadBrown61@yandex.com,
1,1,301,2016,7,30,Offline,115.0,0,Moss_Trevor@xfinity.com,
0,1,4,2016,8,2,Online,97.41,0,AshleyRoth@comcast.net,
2,2,193,2016,7,31,Offline,72.25,0,AnthonyGarcia70@xfinity.com,
2,3,161,2016,7,31,Online,101.15,0,Mrs._Moreno@verizon.com,
0,2,25,2016,8,3,Online,160.0,0,Newton.Julie@comcast.net,
0,2,1,2016,8,10,Online,167.0,0,AndrewPark@hotmail.com,
0,3,106,2016,8,9,Online,131.4,0,Lee.Mark@xfinity.com,
1,1,220,2016,8,15,Online,99.0,0,Evan_F@att.com,
0,1,7,2016,8,19,Direct,141.1,0,Robert.H@aol.com,
0,1,0,2016,8,19,Direct,122.43,0,Daniel_Martin@verizon.com,
2,2,168,2016,8,20,Online,99.87,0,Parker_Jessica41@comcast.net,
0,2,51,2016,8,23,Online,158.4,0,DianaGonzales@mail.com,
1,3,101,2016,8,22,Offline,72.25,0,AKaufman@protonmail.com,
1,3,17,2016,8,22,Online,230.0,0,NCalhoun@outlook.com,
0,4,0,2016,8,30,Online,142.2,0,Smith_Logan@verizon.com,
2,1,13,2016,9,4,Online,160.0,0,Dustin.Love@att.com,
0,3,183,2016,9,8,Offline,110.0,0,Blevins.Amanda32@yahoo.com,
1,0,25,2016,9,12,Online,108.0,0,Kurt.L@protonmail.com,
2,1,40,2016,9,11,Direct,158.95,0,Jessica.P23@mail.com,
0,2,346,2016,9,13,Offline,115.0,0,Sara.B@gmail.com,
0,2,1,2016,9,14,Online,154.0,0,Hernandez.Virginia@yahoo.com,
0,1,14,2016,9,15,Online,135.2,0,Paul_Roberson@zoho.com,
2,1,220,2016,9,17,Offline,128.0,0,Courtney.Brown80@xfinity.com,
1,3,91,2016,9,26,Offline,95.0,0,Linda.Barrera@mail.com,
0,2,328,2016,9,30,Groups,65.0,0,Corey_R89@protonmail.com,
2,1,21,2016,10,2,Direct,61.33,0,ThomasHernandez@aol.com,
0,0,0,2016,10,10,Offline,0.0,0,Thomas_C68@xfinity.com,
2,4,260,2016,10,7,Online,100.3,0,LBlackburn@xfinity.com,
2,3,113,2016,10,9,Online,151.2,0,SeanNguyen@xfinity.com,
0,3,335,2016,10,13,Offline,80.0,0,JWhitaker56@xfinity.com,
1,4,4,2016,10,17,Online,160.0,0,Clayton_J67@protonmail.com,
2,0,386,2016,10,23,Offline,115.0,0,Jackson.Joseph@yahoo.com,
0,1,148,2016,10,25,Online,123.3,0,MCruz@xfinity.com,
1,2,101,2016,10,24,Online,100.2,0,Kelly_Stewart@att.com,
2,0,160,2016,10,30,Online,113.4,0,Jones.Katie@gmail.com,
2,1,0,2016,11,5,Direct,150.0,0,Kayla_Wheeler@verizon.com,
0,5,57,2016,11,15,Offline,75.0,0,Tammy.Esparza@mail.com,
0,1,5,2016,11,25,Online,161.0,0,Mrs..W59@yandex.com,
0,5,21,2016,11,22,Online,115.55,0,CBishop63@aol.com,
2,3,6,2016,11,24,Online,68.67,0,Jones_Jill85@outlook.com,
2,2,60,2016,11,25,Offline,75.0,0,AnneWilliams78@protonmail.com,
2,1,34,2016,11,27,Groups,65.0,0,Novak.Michael@att.com,
0,3,3,2016,12,1,Online,156.33,0,Gonzales.Mark77@yahoo.com,
0,1,51,2016,12,3,Direct,79.2,0,Carol.Richardson@yandex.com,
1,2,137,2016,12,9,Online,90.0,0,NRoberts13@gmail.com,
0,1,0,2016,12,13,Direct,87.0,0,Mcgee_Kenneth98@yahoo.com,
0,1,41,2016,12,27,Offline,65.0,0,JonathanFlores53@att.com,
2,3,96,2016,12,31,Offline,166.0,0,Briana.B@mail.com,
0,2,147,2015,7,21,Groups,75.0,1,Mr..M48@yahoo.com,
2,1,414,2015,12,5,Groups,62.0,1,Jason.Morris@protonmail.com,
0,2,195,2015,9,17,Offline,48.0,1,Timothy_Webb94@gmail.com,
1,2,224,2015,9,11,Groups,90.0,1,StephanieBoone13@gmail.com,
1,0,3,2015,8,2,Complementary,0.0,0,King_Patricia53@protonmail.com,
0,1,175,2015,8,5,Online,76.5,0,Todd_Henry@att.com,
2,4,342,2015,9,24,Groups,170.0,1,Pedro_Davis@gmail.com,
1,2,219,2015,9,4,Offline,76.67,0,Salazar.Valerie97@protonmail.com,
1,2,237,2015,9,14,Online,80.75,0,Brown.James@protonmail.com,
1,0,12,2015,10,4,Offline,72.0,0,Holloway_Tara66@comcast.net,
0,2,2,2016,3,31,Corporate,67.0,0,Christopher_Solis53@comcast.net,
0,2,5,2015,11,11,Corporate,65.0,0,KaylaAvila@att.com,
0,3,38,2015,10,22,Online,105.3,1,MFleming@yandex.com,
1,1,5,2015,10,19,Corporate,80.0,0,Palmer.Samantha@aol.com,
2,2,31,2015,10,18,Direct,85.5,0,Jennifer_R@mail.com,
1,2,6,2015,10,19,Online,87.78,0,John.K@hotmail.com,
0,4,14,2015,10,20,Direct,114.0,0,Nguyen_Kathleen@mail.com,
1,2,32,2015,10,23,Offline,75.0,0,David_Armstrong82@aol.com,
2,3,0,2015,10,24,Direct,133.3,0,MFord63@comcast.net,
2,5,24,2015,10,26,Online,130.78,0,Garner.Stephen87@verizon.com,
0,2,333,2016,9,20,Offline,90.0,1,JSmith89@hotmail.com,
1,0,0,2015,11,15,Online,74.69,0,Micheal_Pierce@mail.com,
0,1,5,2016,5,24,Corporate,67.0,0,Tucker.Shelby@mail.com,
0,1,54,2015,12,1,Direct,81.0,1,Kylie_S@aol.com,
0,5,82,2016,2,2,Groups,96.0,1,Megan_Lewis19@hotmail.com,
1,0,6,2015,12,7,Online,105.25,0,Michael_Branch@protonmail.com,
0,2,218,2016,6,9,Groups,135.0,1,Courtney.Shea@hotmail.com,
2,0,115,2016,3,20,Groups,70.0,1,Christopher_J@protonmail.com,
0,3,4,2016,2,16,Corporate,65.0,0,Frank.F@comcast.net,
0,1,52,2016,1,2,Offline,70.0,1,Miguel.Clark14@mail.com,
0,2,94,2016,3,4,Offline,80.0,1,Tran.Susan@verizon.com,
2,0,177,2016,5,8,Offline,121.0,1,Moses_Samantha@outlook.com,
2,0,11,2016,1,24,Online,70.3,0,JordanJacobs47@mail.com,
0,2,15,2016,1,29,Direct,87.0,0,AngelaHernandez@zoho.com,
0,4,13,2016,2,3,Corporate,86.0,0,Long_Andrea@comcast.net,
2,1,9,2016,2,13,Online,127.0,0,Smith.Rachel@outlook.com,
2,1,19,2016,2,20,Online,130.0,0,Garcia_Lisa@yahoo.com,
2,1,116,2016,2,28,Offline,75.0,0,Anthony_M@att.com,
0,1,5,2016,3,2,Corporate,66.0,0,Lowe_Nathan@yahoo.com,
0,1,15,2016,3,3,Direct,91.0,0,Dana.G@verizon.com,
0,5,26,2016,3,1,Online,90.44,0,StephenCarter@protonmail.com,
1,2,49,2016,3,4,Online,80.3,0,MarkMiller@mail.com,
0,2,33,2016,3,8,Offline,62.2,0,Nelson_Kenneth@att.com,
0,1,8,2016,6,15,Corporate,40.0,0,Clark.Casey@zoho.com,
0,3,43,2016,3,17,Online,106.8,0,Jennifer_Vaughn@verizon.com,
1,2,112,2016,3,21,Online,58.9,0,Anthony.Hines@yahoo.com,
0,1,50,2016,3,24,Online,99.0,0,Kerri_T@yahoo.com,
2,0,35,2016,3,27,Online,107.1,0,BradVazquez@yahoo.com,
1,3,79,2016,3,28,Offline,103.28,0,Torres.Jessica@protonmail.com,
1,4,41,2016,3,28,Offline,98.55,0,JonathanTownsend@mail.com,
2,4,77,2016,3,27,Online,94.49,0,Nichole_G@zoho.com,
0,2,3,2016,4,1,Online,156.0,0,Sharon_Herrera59@aol.com,
0,1,7,2016,4,7,Corporate,91.0,0,Leslie_H@yahoo.com,
1,4,75,2016,4,4,Online,87.55,0,DonMorris49@gmail.com,
0,4,8,2016,4,5,Online,92.17,0,Holly.Crawford@outlook.com,
0,3,29,2016,4,14,Offline,90.95,0,LDiaz@gmail.com,
2,1,70,2016,4,16,Online,174.3,0,Cassie.W@xfinity.com,
2,5,140,2016,4,16,Offline,89.75,0,MichaelKelley68@hotmail.com,
1,2,161,2016,4,22,Offline,80.0,0,Jacob_M22@outlook.com,
1,1,0,2016,4,23,Online,114.0,0,Taylor_Foley@xfinity.com,
2,1,44,2016,4,23,Offline,95.0,0,Butler_Craig78@yahoo.com,
1,1,180,2016,5,2,Offline,100.0,0,MelissaGlass@zoho.com,
1,1,72,2016,5,7,Online,116.1,0,Heather.Barron45@aol.com,
2,1,34,2016,5,8,Offline,96.3,0,DClark98@mail.com,
0,3,10,2016,5,12,Direct,159.2,0,Reed.Laura@aol.com,
1,0,0,2016,5,16,Online,65.14,0,DanielDudley@outlook.com,
0,2,64,2016,5,17,Corporate,130.0,0,Jorge_Logan65@outlook.com,
2,0,135,2016,5,22,Online,94.5,0,AOsborne95@hotmail.com,
2,1,31,2016,5,21,Online,114.9,0,Richard.Smith56@protonmail.com,
0,1,119,2016,6,7,Offline,110.0,0,Adam.Schroeder40@aol.com,
0,1,0,2016,6,8,Direct,92.35,0,Watson.Sean@protonmail.com,
0,1,10,2016,6,9,Online,121.0,0,Alicia_Hayden@mail.com,
0,2,256,2016,6,15,Offline,115.0,0,Joshua.V@aol.com,
1,2,45,2016,6,17,Groups,65.0,0,Rodriguez.Kimberly@yahoo.com,
1,0,44,2016,6,19,Online,99.1,0,AHawkins69@att.com,
0,1,0,2016,6,23,Online,127.0,0,Dr._Anderson20@yandex.com,
0,1,3,2016,6,23,Online,97.0,0,David.O@mail.com,
1,0,0,2016,6,26,Online,127.0,0,JenniferMartin35@outlook.com,
0,3,27,2016,6,28,Direct,192.67,0,Susan_Johnson66@hotmail.com,
2,1,241,2016,7,3,Online,95.0,0,Campos_Melanie@mail.com,
2,2,60,2016,7,9,Online,112.95,0,Ferguson_Robert@comcast.net,
0,3,113,2016,7,12,Online,121.5,0,KLloyd@protonmail.com,
0,2,292,2016,7,21,Offline,115.0,0,Bradley_F90@verizon.com,
1,1,4,2016,7,23,Online,141.0,0,Sandra_Bauer@outlook.com,
1,2,138,2016,7,25,Online,121.5,0,Johnson.Stephen22@yandex.com,
0,2,17,2016,7,26,Online,178.0,0,DEstrada40@yandex.com,
1,0,0,2016,8,1,Online,90.0,0,Mrs..MD@gmail.com,
1,1,14,2016,8,15,Online,151.0,0,Lewis_David@gmail.com,
2,3,14,2016,8,14,Online,166.0,0,Mary.W@mail.com,
0,1,45,2016,8,20,Online,207.9,0,GaryWhitaker@yahoo.com,
1,1,219,2016,8,20,Groups,139.2,0,Rhonda_S69@verizon.com,
0,3,143,2016,8,25,Offline,100.0,0,ZacharyPadilla@xfinity.com,
0,4,112,2016,8,24,Offline,92.65,0,Williams_Joel@verizon.com,
1,4,143,2016,8,31,Online,101.31,0,Brown.Jerry@hotmail.com,
2,2,238,2016,9,3,Online,95.63,0,Smith.Elizabeth@mail.com,
0,2,346,2016,9,13,Offline,115.0,0,Matthew.K@yandex.com,
0,2,57,2016,9,21,Offline,101.52,0,Benson.Jason88@zoho.com,
0,3,271,2016,9,21,Offline,101.33,0,Amanda.Armstrong@verizon.com,
0,4,296,2016,9,21,Offline,117.0,0,CCarr@gmail.com,
2,1,31,2016,10,2,Online,104.64,0,DHill84@att.com,
2,1,195,2016,10,2,Online,108.9,0,Laura.D@protonmail.com,
0,2,29,2016,10,5,Online,152.0,0,JeremyValdez@zoho.com,
1,2,338,2016,10,7,Offline,90.67,0,Samantha_M@yahoo.com,
2,1,16,2016,10,8,Aviation,95.0,0,Adam_R@yandex.com,
0,1,1,2016,10,11,Corporate,67.0,0,BridgetValencia@yandex.com,
0,2,181,2016,10,11,Offline,250.0,0,Victor_Graves38@verizon.com,
1,0,1,2016,10,17,Online,150.0,0,Allen.Monica@mail.com,
2,0,386,2016,10,23,Offline,115.0,0,Jeanette.B@yahoo.com,
0,2,4,2016,10,25,Online,169.0,0,Miller.Meghan@comcast.net,
2,2,52,2016,10,23,Offline,76.5,0,Heather_D@zoho.com,
0,2,135,2016,10,27,Direct,138.3,0,Gardner_Gregory@verizon.com,
1,4,63,2016,10,24,Online,103.61,0,Williams.Lucas30@verizon.com,
