hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_day,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email
City Hotel,0,50,2016,10,43,18,0,5,Online,GBR,124.0,TaraFowler@aol.com
City Hotel,0,0,2016,10,44,29,1,1,Online,ESP,21.0,ASmith@yandex.com
City Hotel,0,8,2016,10,45,30,2,0,Online,TUR,110.0,LAllen@hotmail.com
City Hotel,0,71,2016,10,45,30,2,0,Online,GBR,75.54,Kelly.L@verizon.com
City Hotel,0,184,2016,10,44,27,2,3,Online,FRA,107.1,DianaWeber@mail.com
City Hotel,0,48,2016,11,45,4,0,2,Online,ESP,97.2,ClintonJohnson@yahoo.com
City Hotel,0,56,2016,11,46,7,1,2,Online,LVA,209.0,Nathan_G@mail.com
City Hotel,0,48,2016,11,46,6,2,3,Offline,FRA,75.0,Kirk_Rivera@outlook.com
City Hotel,0,64,2016,11,46,7,1,3,Online,GBR,121.72,Zachary.Ward@protonmail.com
City Hotel,0,46,2016,11,46,11,0,2,Offline,GBR,105.0,Cooper.James@yahoo.com
City Hotel,0,52,2016,11,47,14,1,3,Offline,PRT,75.0,Anthony.Bennett@att.com
City Hotel,0,60,2016,11,47,15,0,3,Offline,FRA,75.0,Ashley_Miller@hotmail.com
City Hotel,0,9,2016,11,48,20,1,0,Direct,NLD,95.0,Aaron_S@comcast.net
City Hotel,0,215,2016,11,48,21,1,1,Groups,ESP,75.0,Jeffrey.F@verizon.com
City Hotel,0,215,2016,11,48,21,1,2,Groups,LVA,75.0,Tina.Durham@yandex.com
City Hotel,0,215,2016,11,48,21,1,2,Groups,MKD,75.0,BHarvey@yandex.com
City Hotel,0,215,2016,11,48,21,1,2,Groups,MKD,75.0,Stone.Jason30@yahoo.com
City Hotel,0,52,2016,11,48,25,0,2,Online,CHE,79.2,Roger_Salazar20@gmail.com
City Hotel,0,0,2016,11,48,24,0,3,Online,GBR,74.54,Melissa.Rogers@yandex.com
City Hotel,0,42,2016,11,48,25,0,2,Online,FRA,74.88,Mrs..DDS@protonmail.com
City Hotel,0,67,2016,11,48,25,2,2,Offline,FRA,75.0,Karen_R@att.com
City Hotel,0,29,2016,12,49,2,0,2,Corporate,PRT,85.0,AngelaSmith@yandex.com
City Hotel,0,14,2016,12,50,5,1,0,Corporate,PRT,67.0,Fernando_M@gmail.com
City Hotel,0,24,2016,12,50,4,2,1,Online,BRA,88.0,Heather.G69@aol.com
City Hotel,0,56,2016,12,50,6,0,2,Online,GBR,79.0,JoshuaMerritt@zoho.com
City Hotel,0,5,2016,12,50,8,0,2,Online,PRT,190.0,DebraRoss@gmail.com
City Hotel,0,209,2016,12,50,8,0,3,Online,ESP,81.9,Aaron_Bryant53@xfinity.com
City Hotel,0,0,2016,12,51,12,1,0,Direct,ESP,88.0,Alex.Bowman@gmail.com
City Hotel,0,109,2016,12,51,16,2,3,Online,BRA,77.86,Matthew_Wilson11@gmail.com
City Hotel,0,11,2016,12,52,19,1,3,Online,PRT,103.1,Jones_Beth@att.com
City Hotel,0,41,2016,12,53,27,0,1,Offline,BRA,65.0,Michael_L@zoho.com
City Hotel,0,25,2016,12,53,27,0,1,Offline,BRA,60.0,PFreeman@yandex.com
City Hotel,0,103,2016,12,53,27,0,3,Offline,ITA,113.05,Carmen.Davis@protonmail.com
City Hotel,0,46,2016,12,53,29,0,1,Online,CHN,122.4,Kevin_Carter@yandex.com
City Hotel,0,209,2016,12,53,26,1,3,Direct,ESP,84.07,LRandolph@mail.com
City Hotel,0,37,2016,12,53,30,0,1,Online,CHE,146.0,Adrian_M@verizon.com
City Hotel,0,269,2016,12,53,29,2,3,Offline,SWE,80.0,Sean_D69@zoho.com
City Hotel,0,99,2016,12,53,31,2,1,Offline,FRA,150.67,JustinBenson@xfinity.com
City Hotel,1,195,2015,9,38,17,0,2,Offline,PRT,48.0,Philip.C@yahoo.com
City Hotel,0,3,2015,11,49,29,2,2,Corporate,PRT,65.0,WAguilar@yandex.com
City Hotel,0,0,2016,2,8,15,1,2,Corporate,PRT,65.0,VanessaDickson@protonmail.com
City Hotel,1,395,2016,3,13,21,1,2,Groups,PRT,62.8,Mitchell_Silva@att.com
City Hotel,1,342,2015,9,39,24,2,4,Groups,PRT,170.0,Jennifer.Reese@xfinity.com
City Hotel,1,342,2015,9,39,24,2,4,Groups,PRT,170.0,ERuiz56@mail.com
City Hotel,1,262,2015,11,46,9,1,2,Groups,PRT,62.8,Melissa_T@aol.com
City Hotel,0,256,2015,9,38,14,1,2,Offline,SWE,76.67,EWest82@yandex.com
City Hotel,0,4,2015,9,38,15,0,2,Offline,PRT,115.0,SharonGriffin@mail.com
City Hotel,1,190,2016,4,15,9,1,1,Offline,PRT,70.0,Nicole_S@mail.com
City Hotel,0,19,2015,10,41,6,0,3,Offline,PRT,90.0,Pena_Ashlee42@gmail.com
City Hotel,0,3,2015,9,38,15,2,5,Online,FRA,212.29,Walton.Rachel@zoho.com
City Hotel,0,16,2015,9,39,25,0,2,Groups,PRT,170.0,Ryan.D30@gmail.com
City Hotel,0,17,2015,9,39,26,1,1,Groups,GRC,170.0,James_Garcia53@att.com
City Hotel,0,17,2015,9,39,26,2,1,Groups,USA,170.0,Mary.Miller57@gmail.com
City Hotel,0,5,2015,11,46,8,1,0,Corporate,PRT,65.0,KathrynBlackburn@yahoo.com
City Hotel,0,5,2015,9,40,30,0,3,Offline,PRT,125.0,ChadMartin@comcast.net
City Hotel,0,13,2015,10,41,4,2,1,Direct,GBR,186.0,Brooke_T@gmail.com
City Hotel,0,3,2015,10,41,5,1,2,Corporate,PRT,65.0,WandaWelch@outlook.com
City Hotel,0,3,2015,10,42,12,1,0,Corporate,PRT,65.0,Jacqueline.Adams57@hotmail.com
City Hotel,1,12,2015,10,44,25,2,1,Groups,PRT,111.0,Nicole.P@aol.com
City Hotel,0,14,2015,10,42,15,0,1,Offline,ITA,100.0,ACherry@aol.com
City Hotel,0,5,2015,10,43,19,1,2,Offline,POL,90.0,Mr..M@xfinity.com
City Hotel,1,137,2016,1,5,27,0,2,Groups,PRT,70.0,Tricia_Duffy@comcast.net
City Hotel,1,159,2016,3,13,20,2,0,Online,PRT,90.0,Gonzalez_Kelly@att.com
City Hotel,1,25,2015,12,49,4,2,2,Direct,PRT,92.5,SherryMason@yahoo.com
City Hotel,0,3,2015,11,47,16,1,1,Complementary,PRT,0.0,Andrew.Jones@yahoo.com
City Hotel,0,54,2015,11,47,18,0,1,Corporate,PRT,65.0,TWard63@zoho.com
City Hotel,1,12,2015,11,48,23,1,2,Online,PRT,101.0,Ashley.Potter39@xfinity.com
City Hotel,0,32,2015,11,47,20,0,2,Offline,PRT,73.0,Hart_Holly78@yahoo.com
City Hotel,1,176,2016,4,15,9,1,1,Offline,PRT,125.0,Amy.P71@comcast.net
City Hotel,0,0,2016,1,2,6,0,1,Corporate,PRT,66.0,KatherineTrujillo95@verizon.com
City Hotel,1,96,2015,12,51,19,2,2,Online,PRT,76.5,Robert.Davis@mail.com
City Hotel,0,79,2015,12,49,4,2,2,Direct,CHE,112.75,Robert.Martinez12@xfinity.com
City Hotel,0,11,2015,12,49,5,2,2,Groups,PRT,104.0,Briggs.Brandi96@mail.com
City Hotel,0,6,2015,12,50,10,0,2,Offline,DEU,0.0,Mrs._W@xfinity.com
City Hotel,1,182,2016,4,18,27,0,4,Offline,PRT,75.0,ARivera@outlook.com
City Hotel,1,272,2016,8,32,5,0,1,Groups,PRT,65.0,Jonathan_K@yahoo.com
City Hotel,0,0,2016,3,13,21,1,0,Corporate,PRT,65.0,David.W70@gmail.com
City Hotel,1,99,2016,2,8,19,0,1,Corporate,PRT,80.0,Annette_M@aol.com
City Hotel,1,302,2016,10,41,6,0,3,Offline,PRT,105.0,Clements.Christopher@hotmail.com
City Hotel,1,302,2016,10,41,6,0,3,Offline,PRT,105.0,LHenry@yandex.com
City Hotel,1,21,2016,1,2,5,2,8,Offline,PRT,55.2,KarenCollins@protonmail.com
City Hotel,0,56,2015,12,53,30,1,4,Online,ESP,105.75,Richard_M@yandex.com
City Hotel,0,27,2016,1,2,5,0,1,Offline,USA,64.8,Julie_W@protonmail.com
City Hotel,1,68,2016,2,8,17,0,2,Groups,PRT,75.0,Jennifer.Myers@protonmail.com
City Hotel,1,68,2016,2,8,17,0,2,Groups,PRT,75.0,Laura.Dorsey@verizon.com
City Hotel,0,5,2016,1,2,5,0,5,Offline,NLD,56.0,Stephen.P69@outlook.com
City Hotel,0,34,2016,1,4,17,2,1,Offline,DEU,48.67,Allen_M@outlook.com
City Hotel,0,85,2016,1,4,22,0,2,Offline,GBR,66.6,Marcia.M87@mail.com
City Hotel,0,1,2016,1,5,26,0,1,Direct,ESP,79.0,Abigail.S41@gmail.com
City Hotel,0,59,2016,1,5,28,0,1,Offline,PRT,80.0,Karen_Bush@comcast.net
City Hotel,0,9,2016,1,6,31,2,0,Corporate,PRT,66.0,Robles_Kelly@yandex.com
City Hotel,0,12,2016,2,7,7,2,0,Direct,PRT,136.5,John.R@gmail.com
City Hotel,0,2,2016,2,7,8,1,1,Online,PRT,75.0,James_Barnes78@mail.com
City Hotel,0,39,2016,2,7,8,1,1,Offline,CHN,98.94,David_Graham45@hotmail.com
City Hotel,0,2,2016,2,7,10,0,2,Online,ITA,80.0,Jones.Wanda@protonmail.com
City Hotel,0,8,2016,2,7,12,0,2,Online,PRT,81.0,Reynolds.Kristi19@mail.com
City Hotel,0,14,2016,2,7,12,0,2,Online,PRT,79.0,Christine.E@xfinity.com
City Hotel,0,30,2016,2,7,12,1,2,Online,TUN,63.21,Kelly_Kyle@xfinity.com
City Hotel,0,15,2016,2,8,19,0,1,Corporate,PRT,81.0,Torres.Jordan@yahoo.com
City Hotel,0,1,2016,2,8,20,1,1,Direct,PRT,69.0,Hall_Carlos@verizon.com
City Hotel,0,42,2016,2,9,21,1,0,Online,FRA,80.3,Rodriguez.Heather92@outlook.com
City Hotel,0,36,2016,2,9,24,0,1,Online,PRT,72.9,Cruz_Carl@yahoo.com
City Hotel,0,30,2016,2,10,28,2,1,Offline,FRA,72.0,Jennifer_Hopkins51@verizon.com
City Hotel,0,115,2016,2,9,27,2,3,Offline,MAR,76.0,Robert.C@protonmail.com
City Hotel,0,1,2016,3,10,2,0,2,Groups,PRT,80.0,Kurt.Fuller@aol.com
City Hotel,0,5,2016,3,10,1,0,3,Groups,PRT,51.0,KJohnson@verizon.com
City Hotel,0,57,2016,3,10,4,0,2,Online,BEL,80.3,Kurt_V@zoho.com
City Hotel,0,49,2016,3,11,8,0,4,Online,ITA,75.95,Rebecca_Thompson77@aol.com
City Hotel,0,2,2016,3,12,17,0,1,Corporate,PRT,79.0,Kevin.Lewis@protonmail.com
City Hotel,0,42,2016,3,13,22,0,1,Online,ESP,93.6,TGallagher@outlook.com
City Hotel,0,130,2016,3,13,25,1,2,Online,CHE,102.58,Mark.Li@protonmail.com
City Hotel,0,55,2016,4,15,6,0,1,Offline,PRT,104.0,Patricia.M@comcast.net
City Hotel,0,12,2016,4,15,8,0,1,Online,IRL,101.0,Ronald.K@gmail.com
City Hotel,0,32,2016,4,16,13,0,3,Online,FRA,140.7,Mitchell_Corey@xfinity.com
City Hotel,0,0,2016,4,16,15,0,1,Direct,PRT,108.0,RichardAguirre26@mail.com
City Hotel,0,13,2016,4,17,18,1,0,Online,ESP,95.0,Jose.Lucas99@yahoo.com
City Hotel,0,2,2016,4,17,20,0,1,Online,PRT,95.0,John_Hutchinson@mail.com
City Hotel,0,95,2016,4,17,20,0,2,Groups,AUT,98.0,JSmith@protonmail.com
City Hotel,0,63,2016,4,17,19,0,3,Online,PRT,118.8,Henderson_Zoe@mail.com
City Hotel,0,2,2016,4,17,21,0,1,Online,PRT,101.0,NathanPonce96@zoho.com
City Hotel,0,4,2016,4,17,20,0,4,Online,FRA,143.38,Dr.MD@xfinity.com
City Hotel,0,44,2016,4,18,29,0,1,Offline,BGR,85.5,Cassandra.White16@mail.com
City Hotel,0,14,2016,4,18,29,0,1,Offline,PRT,65.0,White_James15@verizon.com
City Hotel,0,0,2016,5,20,9,1,0,Online,IRL,106.0,Ramos.Tina@aol.com
City Hotel,0,24,2016,5,21,21,1,1,Online,FRA,155.0,Kellie_Morris@xfinity.com
City Hotel,0,0,2016,6,23,1,0,1,Online,GBR,119.0,Reese.Joseph14@mail.com
City Hotel,0,29,2016,5,23,31,0,3,Online,GBR,82.61,Emily.F47@xfinity.com
City Hotel,0,14,2016,6,23,3,1,2,Online,GBR,149.33,LisaJones@outlook.com
City Hotel,0,220,2016,6,23,4,2,1,Groups,USA,73.33,Anthony.Burns@outlook.com
City Hotel,0,220,2016,6,23,4,2,1,Groups,PRT,73.33,ChristopherGoodwin97@yandex.com
City Hotel,0,247,2016,6,24,6,1,1,Offline,DEU,115.0,Schmidt.Kevin@protonmail.com
City Hotel,0,118,2016,6,24,6,1,2,Offline,SWE,110.0,PatriciaGill@gmail.com
City Hotel,0,7,2016,6,25,17,0,2,Offline,DEU,85.0,Jensen.Kelly@verizon.com
City Hotel,0,10,2016,6,26,19,2,1,Online,DEU,129.0,Walsh.Christopher@zoho.com
City Hotel,0,265,2016,6,26,24,0,2,Offline,DEU,115.0,Sarah_Mcpherson@zoho.com
City Hotel,0,265,2016,6,26,24,0,2,Offline,DEU,115.0,Sergio.J57@xfinity.com
City Hotel,0,53,2016,6,27,28,0,5,Online,ESP,135.9,PaulHerman60@zoho.com
City Hotel,0,147,2016,7,27,1,2,2,Online,PRT,103.7,BenjaminSchultz66@aol.com
City Hotel,0,139,2016,7,28,4,1,2,Online,SWE,228.6,Mark.Davis@gmail.com
City Hotel,0,12,2016,7,28,7,0,3,Online,PRT,182.33,Gonzalez.Mrs.97@mail.com
City Hotel,0,0,2016,7,29,12,0,1,Corporate,PRT,65.0,Salazar.Kristi@aol.com
City Hotel,0,7,2016,7,29,11,1,2,Online,RUS,151.0,PedroTownsend55@aol.com
City Hotel,0,113,2016,7,29,15,2,2,Offline,GBR,72.25,Heather_M@comcast.net
City Hotel,0,292,2016,7,30,21,0,2,Offline,DEU,115.0,KyleRogers67@att.com
City Hotel,0,226,2016,7,30,22,0,2,Groups,USA,76.5,Kennedy_Erika29@aol.com
City Hotel,0,27,2016,7,30,23,0,1,Online,PRT,187.0,Suarez.Charles@yandex.com
City Hotel,0,68,2016,7,30,23,2,2,Online,DEU,137.7,Clinton.F@aol.com
City Hotel,0,169,2016,7,31,24,2,1,Direct,BEL,152.4,Mr._Fritz@verizon.com
City Hotel,0,12,2016,8,34,17,0,1,Complementary,PRT,0.0,Michael.W@verizon.com
City Hotel,0,111,2016,8,33,11,0,2,Online,ESP,155.7,Garcia.Derek@yahoo.com
City Hotel,0,125,2016,8,33,12,1,2,Online,NLD,155.7,Mooney.Karina@mail.com
City Hotel,0,1,2016,8,34,17,0,1,Online,PRT,109.8,Miranda_Andrea@outlook.com
City Hotel,0,43,2016,8,34,15,1,2,Online,PRT,203.85,LindseyJohnson@att.com
City Hotel,0,320,2016,8,34,18,0,2,Offline,DEU,115.0,Jaime.Richardson@mail.com
City Hotel,0,79,2016,8,34,18,0,3,Direct,SWE,198.3,JacobJr.@comcast.net
City Hotel,0,0,2016,8,34,20,0,1,Direct,PRT,125.0,NPeterson@verizon.com
City Hotel,0,26,2016,9,36,3,2,2,Corporate,CHE,116.72,AmyLawrence@aol.com
City Hotel,0,240,2016,9,37,10,1,1,Groups,ITA,96.0,Kevin_Matthews@yandex.com
City Hotel,0,38,2016,9,37,9,1,2,Online,GBR,170.1,DebraFuentes@att.com
City Hotel,0,346,2016,9,38,13,0,2,Offline,DEU,115.0,TonyMendoza@outlook.com
City Hotel,0,346,2016,9,38,13,0,2,Offline,DEU,115.0,Gutierrez.Taylor@att.com
City Hotel,0,26,2016,10,41,2,2,0,Online,GBR,160.0,CGarcia@mail.com
City Hotel,0,17,2016,10,41,7,0,1,Online,ESP,135.0,SMcdonald@hotmail.com
City Hotel,0,88,2016,10,41,7,0,2,Corporate,POL,90.0,SGarcia40@comcast.net
City Hotel,0,349,2016,10,41,4,1,5,Offline,DEU,123.33,Davis.Jason@zoho.com
City Hotel,0,93,2016,10,41,8,2,1,Online,FRA,79.0,Espinoza.Leslie@zoho.com
City Hotel,0,181,2016,10,42,11,0,2,Offline,FRA,120.0,Kristina_G78@mail.com
City Hotel,0,192,2016,10,43,21,0,2,Groups,FRA,95.0,Mcdowell.Allen@protonmail.com
City Hotel,0,87,2016,10,44,23,2,1,Offline,DEU,80.75,John.R@yahoo.com
City Hotel,0,173,2016,10,44,25,0,3,Online,CHE,104.4,Mckenzie.John@yandex.com
City Hotel,0,190,2016,11,45,3,0,3,Online,NLD,90.9,Micheal.Park66@att.com
City Hotel,0,14,2016,11,46,7,1,0,Online,ITA,142.64,Krystal_Sullivan@hotmail.com
City Hotel,0,51,2016,11,46,9,0,3,Offline,FRA,75.0,Joseph.Luna96@aol.com
City Hotel,0,19,2016,11,47,14,1,3,Online,DEU,58.45,Julia.Johnson@yahoo.com
City Hotel,0,27,2016,11,47,15,0,4,Offline,ROU,110.0,Donaldson.Samantha33@verizon.com
City Hotel,0,4,2016,11,47,19,0,1,Complementary,PRT,0.0,Lauren_P92@mail.com
City Hotel,0,44,2016,11,47,15,1,5,Online,FRA,54.71,Jessica.Myers@mail.com
City Hotel,0,64,2016,11,47,18,1,2,Offline,FRA,75.0,Elliott.Carlos@att.com
City Hotel,0,12,2016,11,48,22,0,4,Online,FRA,77.78,Tyler_Johnson@zoho.com
City Hotel,0,308,2016,11,48,23,0,3,Online,NOR,78.3,Angela.H@gmail.com
City Hotel,0,47,2016,11,48,25,0,2,Online,GBR,93.6,DavidThomas@outlook.com
City Hotel,0,45,2016,11,49,28,1,3,Online,FRA,88.4,Gilbert.Christopher@aol.com
City Hotel,0,0,2016,11,49,30,0,2,Online,CHN,63.2,AFields@aol.com
City Hotel,0,76,2016,12,50,7,0,4,Online,ITA,88.4,Lee.James90@mail.com
City Hotel,0,1,2016,12,50,10,0,1,Online,PRT,202.0,LSchultz@gmail.com
City Hotel,0,15,2016,12,50,10,2,1,Online,ITA,90.33,Frances_Aguilar@protonmail.com
City Hotel,0,12,2016,12,51,12,1,1,Corporate,NLD,79.0,MarkCosta@protonmail.com
City Hotel,0,1,2016,12,53,27,0,3,Direct,PRT,97.0,Grimes.Angela61@gmail.com
City Hotel,0,278,2016,12,53,28,1,4,Online,ITA,71.23,Mrs..White@hotmail.com
City Hotel,0,269,2016,12,53,29,2,3,Offline,SWE,70.0,JeffreyYoung@protonmail.com
City Hotel,1,147,2015,7,30,21,0,2,Groups,PRT,75.0,Robert_P54@yahoo.com
City Hotel,1,199,2015,9,39,21,1,1,Offline,PRT,48.0,Mr.MD@mail.com
City Hotel,1,395,2016,3,13,21,1,2,Groups,PRT,62.8,Manning_Carolyn48@gmail.com
City Hotel,1,342,2015,9,39,24,2,4,Groups,PRT,170.0,Emily_W83@verizon.com
City Hotel,1,0,2015,11,47,18,0,1,Complementary,PRT,0.0,Amy_M14@outlook.com
City Hotel,1,6,2015,9,39,20,2,0,Corporate,PRT,100.0,Traci.P@verizon.com
City Hotel,0,1,2015,10,40,2,0,2,Offline,PRT,100.0,CBuckley99@verizon.com
City Hotel,0,224,2015,10,40,2,1,2,Offline,FRA,65.0,Robin_S@protonmail.com
City Hotel,0,1,2015,10,41,7,0,3,Online,DEU,155.0,AHansen78@gmail.com
City Hotel,0,0,2015,10,42,14,0,2,Direct,PRT,146.0,Brooks_Anna@xfinity.com
City Hotel,0,221,2015,10,42,17,2,1,Offline,FRA,65.0,MicheleMcdonald@yahoo.com
City Hotel,0,5,2015,10,43,19,1,1,Corporate,CZE,80.0,Maria_Wright@comcast.net
City Hotel,0,0,2015,10,43,20,0,3,Direct,PRT,114.0,Rivas_Monica@verizon.com
City Hotel,0,1,2016,5,21,18,0,1,Corporate,PRT,67.0,RussellPowell@verizon.com
City Hotel,1,33,2015,12,50,9,0,2,Offline,PRT,110.0,Cuevas_Melissa54@xfinity.com
City Hotel,1,34,2015,12,50,8,0,2,Offline,PRT,90.0,Benjamin.Moore@yandex.com
City Hotel,0,32,2015,11,47,20,0,2,Offline,PRT,73.0,Justin.Y@yandex.com
City Hotel,1,180,2016,4,16,13,0,1,Offline,PRT,125.0,Guerrero.Perry@aol.com
City Hotel,1,0,2015,11,49,30,1,0,Complementary,PRT,0.0,Charles.S@att.com
City Hotel,1,223,2016,6,25,14,0,2,Groups,PRT,135.0,Steven.Dunn82@comcast.net
City Hotel,1,109,2016,2,9,21,2,1,Offline,PRT,75.0,Christina_Cook24@verizon.com
City Hotel,0,17,2015,12,52,24,1,3,Offline,FRA,109.0,Michael.James@comcast.net
City Hotel,0,93,2015,12,53,30,0,3,Online,CHE,118.19,Heidi.H@outlook.com
City Hotel,0,23,2016,1,1,2,2,1,Offline,ITA,109.0,Emily.H78@yahoo.com
City Hotel,1,325,2016,10,43,17,1,2,Offline,PRT,95.0,Hernandez_Joanne@hotmail.com
City Hotel,1,68,2016,2,8,17,0,2,Groups,PRT,75.0,Miller.John52@protonmail.com
City Hotel,1,68,2016,2,8,17,0,2,Groups,PRT,75.0,Nathaniel_O59@yahoo.com
City Hotel,1,68,2016,2,8,17,0,2,Groups,PRT,75.0,Miller_Barry@yahoo.com
City Hotel,0,1,2016,1,4,18,1,0,Online,PRT,80.0,Jennifer_T26@comcast.net
City Hotel,0,0,2016,1,4,21,0,1,Online,PRT,81.0,Patel_Timothy@outlook.com
City Hotel,0,11,2016,1,4,21,1,3,Online,FRA,89.0,FrankDDS@outlook.com
City Hotel,0,0,2016,2,6,1,1,1,Direct,FRA,79.0,Elaine_M93@mail.com
City Hotel,0,4,2016,2,8,16,0,1,Online,ROU,91.0,Lucas.Daniel@gmail.com
City Hotel,0,10,2016,2,8,19,1,2,Offline,NLD,69.0,Perez_Raymond@comcast.net
City Hotel,0,1,2016,2,9,27,0,1,Online,PRT,112.0,Anna.Hughes@outlook.com
City Hotel,0,5,2016,2,9,24,0,4,Corporate,NOR,80.0,Elizabeth_M@protonmail.com
City Hotel,0,0,2016,3,10,2,0,1,Direct,PRT,101.0,JBrown@att.com
City Hotel,0,38,2016,3,10,3,0,3,Direct,POL,87.71,RHernandez@yahoo.com
City Hotel,0,0,2016,3,10,4,0,2,Offline,GNB,102.0,Lewis.Timothy@aol.com
City Hotel,0,40,2016,3,12,13,2,1,Offline,FRA,85.0,Phyllis_S@hotmail.com
City Hotel,0,52,2016,3,13,21,1,0,Online,DEU,99.0,David_West@aol.com
City Hotel,1,65,2016,3,13,23,0,0,Online,ARG,0.0,Samuel_Wells@mail.com
City Hotel,0,3,2016,3,13,25,0,2,Online,AUS,139.0,MBird@outlook.com
City Hotel,0,8,2016,4,15,5,0,1,Online,JOR,89.0,Stanley.Sarah71@xfinity.com
City Hotel,0,87,2016,4,15,4,1,2,Online,ESP,79.5,Johnson_Barbara@comcast.net
City Hotel,0,62,2016,4,15,7,0,2,Online,ESP,103.5,Adkins_James@mail.com
City Hotel,0,89,2016,4,15,9,2,1,Online,ITA,79.5,Stephen_G39@yahoo.com
City Hotel,0,79,2016,4,16,16,2,1,Online,GBR,96.3,Stephen_E@zoho.com
City Hotel,0,166,2016,4,17,21,0,0,Online,PRT,0.0,Welch_Peter@comcast.net
City Hotel,0,15,2016,4,17,20,0,3,Online,FRA,99.0,Richard.Ashley@protonmail.com
City Hotel,0,27,2016,4,18,25,1,0,Online,PRT,111.0,Nicole.Russell@hotmail.com
City Hotel,0,101,2016,4,18,26,0,1,Groups,PRT,98.0,Tate.Kayla@yandex.com
City Hotel,0,97,2016,4,18,25,1,2,Online,BEL,85.5,Cynthia_R98@protonmail.com
City Hotel,0,75,2016,4,18,26,0,4,Offline,POL,75.0,Sarah_Reyes@yandex.com
City Hotel,0,71,2016,4,18,27,0,4,Online,ITA,105.4,Joshua_W51@mail.com
City Hotel,0,40,2016,4,18,30,2,3,Online,NLD,127.83,CWilkins@gmail.com
City Hotel,0,101,2016,5,19,5,0,3,Online,FRA,126.9,Michelle.J@mail.com
City Hotel,0,190,2016,5,19,5,0,3,Direct,CHE,95.4,Watkins.John@yandex.com
City Hotel,0,2,2016,5,20,9,1,0,Online,DEU,89.0,Michelle.P@gmail.com
City Hotel,0,2,2016,5,20,11,0,1,Corporate,PRT,89.0,Saunders.Cindy@yahoo.com
City Hotel,0,55,2016,5,20,13,1,2,Online,DEU,159.3,SHubbard64@att.com
City Hotel,0,61,2016,5,20,13,1,2,Online,ITA,126.9,Francis_Ponce@comcast.net
City Hotel,0,81,2016,5,21,15,2,0,Groups,CN,90.0,PSchaefer@verizon.com
City Hotel,0,83,2016,5,21,16,1,3,Direct,DNK,118.15,FRobinson@verizon.com
City Hotel,0,7,2016,5,21,21,1,1,Offline,ITA,112.0,FJackson@hotmail.com
City Hotel,0,104,2016,5,22,23,1,1,Online,GBR,116.1,Arthur.Ho@protonmail.com
City Hotel,0,212,2016,5,21,20,2,3,Offline,DEU,78.0,Eric.D@gmail.com
City Hotel,0,8,2016,5,22,25,0,1,Online,TUR,119.0,Munoz_Travis@hotmail.com
City Hotel,0,8,2016,5,22,25,0,1,Online,TUN,119.0,April.L@mail.com
City Hotel,0,132,2016,5,22,24,0,3,Direct,FRA,116.1,Austin_Hensley46@zoho.com
City Hotel,0,95,2016,5,23,29,2,0,Groups,ISR,65.0,Michael.C@yahoo.com
City Hotel,0,1,2016,6,23,2,0,2,Corporate,PRT,100.0,Franco.John@yandex.com
City Hotel,0,93,2016,6,23,3,0,2,Online,DEU,159.3,Thomas_R@yahoo.com
City Hotel,0,147,2016,6,24,11,2,1,Direct,CHE,102.3,Garcia.Wendy@xfinity.com
City Hotel,0,150,2016,6,25,16,0,3,Offline,PRT,90.0,Sean.Sparks@zoho.com
City Hotel,0,24,2016,6,27,26,1,0,Online,POL,147.0,Smith_Logan81@zoho.com
City Hotel,0,53,2016,6,26,24,1,2,Groups,PRT,65.0,JamesMorgan@gmail.com
City Hotel,0,152,2016,6,27,27,1,3,Online,FIN,90.95,Natalie.Alvarez@hotmail.com
City Hotel,0,171,2016,6,27,28,0,4,Online,GBR,90.95,Teresa.S97@gmail.com
City Hotel,0,177,2016,6,27,30,0,3,Offline,NLD,72.25,PMartinez@mail.com
City Hotel,0,69,2016,6,27,30,2,3,Direct,GBR,127.8,Morgan_White@outlook.com
City Hotel,0,126,2016,7,28,8,0,1,Online,GBR,123.3,SethWilson@outlook.com
City Hotel,0,11,2016,7,29,14,0,3,Direct,PRT,164.0,Megan.J@gmail.com
City Hotel,0,49,2016,7,30,17,1,0,Online,FRA,168.3,WAnderson61@outlook.com
City Hotel,0,40,2016,7,30,23,0,1,Online,CHE,134.1,Megan.W79@yahoo.com
City Hotel,0,6,2016,11,46,8,0,1,Corporate,PRT,74.0,KyleReynolds@aol.com
City Hotel,0,118,2016,8,32,1,1,1,Online,ISR,137.7,Elizabeth.C18@aol.com
City Hotel,0,159,2016,8,32,3,0,4,Online,FRA,130.05,Burke_Mitchell32@gmail.com
City Hotel,0,64,2016,8,33,8,1,1,Online,ESP,161.1,Henderson_Patricia@verizon.com
City Hotel,0,77,2016,8,32,3,2,5,Online,FRA,150.3,Denise_D@gmail.com
City Hotel,0,44,2016,8,33,10,0,1,Online,ISR,259.2,Nicole_W58@protonmail.com
City Hotel,0,189,2016,8,33,8,1,3,Offline,IRL,72.25,King_Rebecca@att.com
City Hotel,0,0,2016,8,34,17,0,1,Online,LUX,230.0,Espinoza.John@protonmail.com
City Hotel,0,2,2016,8,34,15,1,2,Online,ESP,169.33,ZGreen@zoho.com
City Hotel,0,1,2016,8,34,20,0,1,Online,CN,107.03,ThomasRodriguez@protonmail.com
